Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Weight LBS,Cargo Metric TONS
200910,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Mail,Passenger,3208,1.4551488
200910,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Cargo,Passenger,433790,196.767144
200910,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Mail,Passenger,115651,52.4592936
200910,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,7090754,3216.366014
200910,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,4921917,2232.581551
200910,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,35516,16.1100576
200910,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,2913,1.3213368
200910,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,69691,31.6118376
200910,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,3748,1.7000928
200910,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,43852,19.8912672
200910,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,265100,120.24936
200910,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,32798,14.8771728
200910,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,19290,8.749944
200910,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,763726,346.4261136
200910,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,233064,105.7178304
200910,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,393201,178.3559736
200910,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,143632,65.1514752
200910,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Cargo,Passenger,10350,4.69476
200910,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Mail,Passenger,562,0.2549232
200910,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Cargo,Passenger,4849,2.1995064
200910,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Mail,Passenger,3085,1.399356
200910,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,149054,67.6108944
200910,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,44157,20.0296152
200910,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,156817,71.1321912
200910,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,47181,21.4013016
200910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,938707,425.7974952
200910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,397405,180.262908
200910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,66632,30.2242752
200910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,6625,3.0051
200910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,71,0.0322056
200910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1386458,628.8973488
200910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,37624,17.0662464
200910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,230612,104.6056032
200910,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,776506,352.2231216
200910,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,53898,24.4481328
200910,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,901088,408.7335168
200910,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,26794,12.1537584
200910,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Cargo,Passenger,969,0.4395384
200910,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Mail,Passenger,1934,0.8772624
200910,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,3524,1.5984864
200910,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Mail,Passenger,6124,2.7778464
200910,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,1359752,616.7835072
200910,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,1749196,793.4353056
200910,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,13565,6.153084
200910,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Cargo,Passenger,54363,24.6590568
200910,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Mail,Passenger,7937,3.6002232
200910,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Cargo,Passenger,358544,162.6355584
200910,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Mail,Passenger,18989,8.6134104
200910,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Cargo,Passenger,1214711,550.9929096
200910,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Mail,Passenger,88726,40.2461136
200910,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Cargo,Passenger,495330,224.681688
200910,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Mail,Passenger,256900,116.52984
200910,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,22216,10.0771776
200910,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,363136,164.7184896
200910,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,4418,2.0040048
200910,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,446266,202.4262576
200910,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Mail,Passenger,74325,33.71382
200910,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,122194,55.4271984
200910,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Express,Passenger,73,0.0331128
200910,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,64783,29.3855688
200910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,985247,446.9080392
200910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,26217,11.8920312
200910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,31720,14.388192
200910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,175819,79.7514984
200910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,6159,2.7937224
200910,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,239239,108.5188104
200910,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,302256,137.1033216
200910,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,448,0.2032128
200910,TACA,TA,TACA,TA,International,Central America,Deplaned,Cargo,Passenger,1849,0.8387064
200910,TACA,TA,TACA,TA,International,Central America,Enplaned,Cargo,Passenger,1835,0.832356
200910,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Cargo,Passenger,83035,37.664676
200910,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Mail,Passenger,333597,151.3195992
200910,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Cargo,Passenger,193454,87.7507344
200910,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Mail,Passenger,260283,118.0643688
200910,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,141451,64.1621736
200910,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,141433,64.1540088
200910,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,182646,82.8482256
200910,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,764080,346.586688
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,47650,21.61404
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,1787756,810.9261216
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,898421,407.5237656
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,58936,26.7333696
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,3331433,1511.138009
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,1545110,700.861896
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,5509728,2499.212621
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,334705,151.822188
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,1481330,671.931288
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,449919,204.0832584
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,462920,209.980512
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,15533,7.0457688
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,19989,9.0670104
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,80436,36.4857696
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,45,0.020412
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,6373,2.8907928
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,25746,11.6783856
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,40743,18.4810248
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,1001714,454.3774704
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,170868,77.5057248
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,858593,389.4577848
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,311079,141.1054344
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,12702,5.7616272
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,100875,45.7569
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,6105,2.769228
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,27302,12.3841872
200910,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,346889,157.3488504
200910,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,725589,329.1271704
200911,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,1972807,894.8652552
200911,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,2037896,924.3896256
200911,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Cargo,Passenger,398,0.1805328
200911,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Cargo,Passenger,9700,4.39992
200911,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Express,Passenger,18435,8.362116
200911,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Mail,Passenger,5033,2.2829688
200911,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Cargo,Passenger,49123,22.2821928
200911,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Express,Passenger,4252,1.9287072
200911,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Mail,Passenger,24928,11.3073408
200911,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Combi,888964,403.2340704
200911,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,216946,98.4067056
200911,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Combi,322425,146.25198
200911,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Combi,7899,3.5829864
200911,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,608577,276.0505272
200911,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,30998,14.0606928
200911,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,304993,138.3448248
200911,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,152640,69.237504
200911,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,483954,219.5215344
200911,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,17394,7.8899184
200911,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,443447,201.1475592
200911,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,70673,32.0572728
200911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,84481,38.3205816
200911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,1108,0.5025888
200911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,332,0.1505952
200911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,115679,52.4719944
200911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,832,0.3773952
200911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,15978,7.2476208
200911,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,43173,19.5832728
200911,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,102,0.0462672
200911,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,940288,426.5146368
200911,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,298780,135.526608
200911,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,252551,114.5571336
200911,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,553315,250.983684
200911,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,1378632,625.3474752
200911,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,117961,53.5071096
200911,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,1488497,675.1822392
200911,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,721681,327.3545016
200911,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,94154,42.7082544
200911,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,52033,23.6021688
200911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,1136338,515.4429168
200911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,185854,84.3033744
200911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,86060,39.036816
200911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,67726,30.7205136
200911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,1541181,699.0797016
200911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,353,0.1601208
200911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,19566,8.8751376
200911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Passenger,2015,0.914004
200911,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,1052042,477.2062512
200911,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,8791,3.9875976
200911,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,1656054,751.1860944
200911,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,10692,4.8498912
200911,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,1419550,643.90788
200911,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,739099,335.2553064
200911,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,275835,125.118756
200911,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,379596,172.1847456
200911,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,38759,17.5810824
200911,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,78793,35.7405048
200911,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,1480161,671.4010296
200911,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,507323,230.1217128
200911,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,10436,4.7337696
200911,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,84620,38.383632
200911,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,1326862,601.8646032
200911,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,48195,21.861252
200911,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,11382,5.1628752
200911,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,536098,243.1740528
200911,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,478603,217.0943208
200911,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,125897,57.1068792
200911,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Freighter,4696,2.1301056
200911,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,2012274,912.7674864
200911,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,3283,1.4891688
200911,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,13043,5.9163048
200911,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,417343,189.3067848
200911,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,682165,309.430044
200911,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,907,0.4114152
200911,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Mail,Passenger,3138,1.4233968
200911,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Cargo,Passenger,475204,215.5525344
200911,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Mail,Passenger,11424,5.1819264
200911,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Cargo,Passenger,135848,61.6206528
200911,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Mail,Passenger,161520,73.265472
200911,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,6643162,3013.338283
200911,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,3973255,1802.268468
200911,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,30913,14.0221368
200911,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,2687,1.2188232
200911,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,78477,35.5971672
200911,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,3895,1.766772
200911,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,77241,35.0365176
200911,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,290151,131.6124936
200911,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,35861,16.2665496
200911,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,21022,9.5355792
200911,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,1042692,472.9650912
200911,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,269702,122.3368272
200911,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,370359,167.9948424
200911,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,155546,70.5556656
200911,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Cargo,Passenger,25383,11.5137288
200911,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Mail,Passenger,11339,5.1433704
200911,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Cargo,Passenger,3698,1.6774128
200911,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Mail,Passenger,10967,4.9746312
200911,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,181981,82.5465816
200911,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,43463,19.7148168
200911,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,208518,94.5837648
200911,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,73426,33.3060336
200911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,1042751,472.9918536
200911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,291236,132.1046496
200911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,58221,26.4090456
200911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,6238,2.8295568
200911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1177007,533.8903752
200911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,19435,8.815716
200911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,250031,113.4140616
200911,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,958853,434.9357208
200911,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,45904,20.8220544
200911,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,934470,423.875592
200911,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,17363,7.8758568
200911,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Cargo,Passenger,2355,1.068228
200911,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,8011,3.6337896
200911,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Mail,Passenger,124,0.0562464
200911,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,959845,435.385692
200911,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,1663517,754.5713112
200911,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,19173,8.6968728
200911,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Cargo,Passenger,16964,7.6948704
200911,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Mail,Passenger,4316,1.9577376
200911,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Cargo,Passenger,71523,32.4428328
200911,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Mail,Passenger,15805,7.169148
200911,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Cargo,Passenger,185076,83.9504736
200911,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Mail,Passenger,20401,9.2538936
200911,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Cargo,Passenger,34659,15.7213224
200911,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Mail,Passenger,203372,92.2495392
200911,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,373256,169.3089216
200911,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,4314,1.9568304
200911,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,50393,22.8582648
